"STATISTIC","Statistic Label","TLIST(D1)","Day","C04236V05009","Supply Type","UNIT","VALUE"
"NGSD01C01","Networked Gas Daily Supply","2018M09D24","2018 September 24","20","Networked gas supply - imports","Gigawatt hours","76.03574"
"NGSD01C01","Networked Gas Daily Supply","2018M09D25","2018 September 25","-","All networked gas supply","Gigawatt hours","119.887939"
"NGSD01C01","Networked Gas Daily Supply","2018M09D25","2018 September 25","10","Networked gas supply - indigenous production","Gigawatt hours","90.297"
"NGSD01C01","Networked Gas Daily Supply","2018M09D25","2018 September 25","20","Networked gas supply - imports","Gigawatt hours","29.590939"
"NGSD01C01","Networked Gas Daily Supply","2018M09D26","2018 September 26","-","All networked gas supply","Gigawatt hours","143.831711"
"NGSD01C01","Networked Gas Daily Supply","2018M09D26","2018 September 26","10","Networked gas supply - indigenous production","Gigawatt hours","89.835878"
"NGSD01C01","Networked Gas Daily Supply","2018M09D26","2018 September 26","20","Networked gas supply - imports","Gigawatt hours","53.995833"
"NGSD01C01","Networked Gas Daily Supply","2018M09D27","2018 September 27","-","All networked gas supply","Gigawatt hours","156.710913"
"NGSD01C01","Networked Gas Daily Supply","2018M09D27","2018 September 27","10","Networked gas supply - indigenous production","Gigawatt hours","95.187117"
"NGSD01C01","Networked Gas Daily Supply","2018M09D27","2018 September 27","20","Networked gas supply - imports","Gigawatt hours","61.523796"
"NGSD01C01","Networked Gas Daily Supply","2018M09D28","2018 September 28","-","All networked gas supply","Gigawatt hours","178.568993"
"NGSD01C01","Networked Gas Daily Supply","2018M09D28","2018 September 28","10","Networked gas supply - indigenous production","Gigawatt hours","98.254692"
"NGSD01C01","Networked Gas Daily Supply","2018M09D28","2018 September 28","20","Networked gas supply - imports","Gigawatt hours","80.314301"
"NGSD01C01","Networked Gas Daily Supply","2018M09D29","2018 September 29","-","All networked gas supply","Gigawatt hours","150.148787"
"NGSD01C01","Networked Gas Daily Supply","2018M09D29","2018 September 29","10","Networked gas supply - indigenous production","Gigawatt hours","97.896904"
"NGSD01C01","Networked Gas Daily Supply","2018M09D29","2018 September 29","20","Networked gas supply - imports","Gigawatt hours","52.251883"
"NGSD01C01","Networked Gas Daily Supply","2018M09D30","2018 September 30","-","All networked gas supply","Gigawatt hours","142.042596"
"NGSD01C01","Networked Gas Daily Supply","2018M09D30","2018 September 30","10","Networked gas supply - indigenous production","Gigawatt hours","98.101217"
"NGSD01C01","Networked Gas Daily Supply","2018M09D30","2018 September 30","20","Networked gas supply - imports","Gigawatt hours","43.941379"
"NGSD01C01","Networked Gas Daily Supply","2018M10D01","2018 October 01","-","All networked gas supply","Gigawatt hours","147.250596"
"NGSD01C01","Networked Gas Daily Supply","2018M10D01","2018 October 01","10","Networked gas supply - indigenous production","Gigawatt hours","94.054195"
"NGSD01C01","Networked Gas Daily Supply","2018M10D01","2018 October 01","20","Networked gas supply - imports","Gigawatt hours","53.196401"
"NGSD01C01","Networked Gas Daily Supply","2018M10D02","2018 October 02","-","All networked gas supply","Gigawatt hours","129.459612"
"NGSD01C01","Networked Gas Daily Supply","2018M10D02","2018 October 02","10","Networked gas supply - indigenous production","Gigawatt hours","93.956006"
"NGSD01C01","Networked Gas Daily Supply","2018M10D02","2018 October 02","20","Networked gas supply - imports","Gigawatt hours","35.503606"
"NGSD01C01","Networked Gas Daily Supply","2018M10D03","2018 October 03","-","All networked gas supply","Gigawatt hours","164.876832"
"NGSD01C01","Networked Gas Daily Supply","2018M10D03","2018 October 03","10","Networked gas supply - indigenous production","Gigawatt hours","93.893854"
"NGSD01C01","Networked Gas Daily Supply","2018M10D03","2018 October 03","20","Networked gas supply - imports","Gigawatt hours","70.982978"
"NGSD01C01","Networked Gas Daily Supply","2018M10D04","2018 October 04","-","All networked gas supply","Gigawatt hours","162.137647"
"NGSD01C01","Networked Gas Daily Supply","2018M10D04","2018 October 04","10","Networked gas supply - indigenous production","Gigawatt hours","93.641647"
"NGSD01C01","Networked Gas Daily Supply","2018M10D04","2018 October 04","20","Networked gas supply - imports","Gigawatt hours","68.496"
"NGSD01C01","Networked Gas Daily Supply","2018M10D05","2018 October 05","-","All networked gas supply","Gigawatt hours","170.25611"
"NGSD01C01","Networked Gas Daily Supply","2018M10D05","2018 October 05","10","Networked gas supply - indigenous production","Gigawatt hours","93.62392"
"NGSD01C01","Networked Gas Daily Supply","2018M10D05","2018 October 05","20","Networked gas supply - imports","Gigawatt hours","76.63219"
"NGSD01C01","Networked Gas Daily Supply","2018M10D06","2018 October 06","-","All networked gas supply","Gigawatt hours","160.946728"
"NGSD01C01","Networked Gas Daily Supply","2018M10D06","2018 October 06","10","Networked gas supply - indigenous production","Gigawatt hours","93.549589"
"NGSD01C01","Networked Gas Daily Supply","2018M10D06","2018 October 06","20","Networked gas supply - imports","Gigawatt hours","67.397139"
"NGSD01C01","Networked Gas Daily Supply","2018M10D07","2018 October 07","-","All networked gas supply","Gigawatt hours","126.017779"
"NGSD01C01","Networked Gas Daily Supply","2018M10D07","2018 October 07","10","Networked gas supply - indigenous production","Gigawatt hours","93.506839"
"NGSD01C01","Networked Gas Daily Supply","2018M10D07","2018 October 07","20","Networked gas supply - imports","Gigawatt hours","32.51094"
"NGSD01C01","Networked Gas Daily Supply","2018M10D08","2018 October 08","-","All networked gas supply","Gigawatt hours","136.0536"
"NGSD01C01","Networked Gas Daily Supply","2018M10D08","2018 October 08","10","Networked gas supply - indigenous production","Gigawatt hours","93.392827"
"NGSD01C01","Networked Gas Daily Supply","2018M10D08","2018 October 08","20","Networked gas supply - imports","Gigawatt hours","42.660773"
"NGSD01C01","Networked Gas Daily Supply","2018M10D09","2018 October 09","-","All networked gas supply","Gigawatt hours","136.618176"
"NGSD01C01","Networked Gas Daily Supply","2018M10D09","2018 October 09","10","Networked gas supply - indigenous production","Gigawatt hours","93.301269"
"NGSD01C01","Networked Gas Daily Supply","2018M10D09","2018 October 09","20","Networked gas supply - imports","Gigawatt hours","43.316907"
"NGSD01C01","Networked Gas Daily Supply","2018M10D10","2018 October 10","-","All networked gas supply","Gigawatt hours","125.440587"
"NGSD01C01","Networked Gas Daily Supply","2018M10D10","2018 October 10","10","Networked gas supply - indigenous production","Gigawatt hours","93.110664"
"NGSD01C01","Networked Gas Daily Supply","2018M10D10","2018 October 10","20","Networked gas supply - imports","Gigawatt hours","32.329923"
"NGSD01C01","Networked Gas Daily Supply","2018M10D11","2018 October 11","-","All networked gas supply","Gigawatt hours","144.256338"
"NGSD01C01","Networked Gas Daily Supply","2018M10D11","2018 October 11","10","Networked gas supply - indigenous production","Gigawatt hours","93.269025"
"NGSD01C01","Networked Gas Daily Supply","2018M10D11","2018 October 11","20","Networked gas supply - imports","Gigawatt hours","50.987313"
"NGSD01C01","Networked Gas Daily Supply","2018M10D12","2018 October 12","-","All networked gas supply","Gigawatt hours","134.182473"
"NGSD01C01","Networked Gas Daily Supply","2018M10D12","2018 October 12","10","Networked gas supply - indigenous production","Gigawatt hours","93.146273"
"NGSD01C01","Networked Gas Daily Supply","2018M10D12","2018 October 12","20","Networked gas supply - imports","Gigawatt hours","41.0362"
"NGSD01C01","Networked Gas Daily Supply","2018M10D13","2018 October 13","-","All networked gas supply","Gigawatt hours","165.233834"
"NGSD01C01","Networked Gas Daily Supply","2018M10D13","2018 October 13","10","Networked gas supply - indigenous production","Gigawatt hours","93.073807"
"NGSD01C01","Networked Gas Daily Supply","2018M10D13","2018 October 13","20","Networked gas supply - imports","Gigawatt hours","72.160027"
"NGSD01C01","Networked Gas Daily Supply","2018M10D14","2018 October 14","-","All networked gas supply","Gigawatt hours","176.605417"
"NGSD01C01","Networked Gas Daily Supply","2018M10D14","2018 October 14","10","Networked gas supply - indigenous production","Gigawatt hours","93.073468"
"NGSD01C01","Networked Gas Daily Supply","2018M10D14","2018 October 14","20","Networked gas supply - imports","Gigawatt hours","83.531949"
"NGSD01C01","Networked Gas Daily Supply","2018M10D15","2018 October 15","-","All networked gas supply","Gigawatt hours","170.288352"
"NGSD01C01","Networked Gas Daily Supply","2018M10D15","2018 October 15","10","Networked gas supply - indigenous production","Gigawatt hours","92.900181"
"NGSD01C01","Networked Gas Daily Supply","2018M10D15","2018 October 15","20","Networked gas supply - imports","Gigawatt hours","77.388171"
"NGSD01C01","Networked Gas Daily Supply","2018M10D16","2018 October 16","-","All networked gas supply","Gigawatt hours","161.909292"
"NGSD01C01","Networked Gas Daily Supply","2018M10D16","2018 October 16","10","Networked gas supply - indigenous production","Gigawatt hours","92.93951"
"NGSD01C01","Networked Gas Daily Supply","2018M10D16","2018 October 16","20","Networked gas supply - imports","Gigawatt hours","68.969782"
"NGSD01C01","Networked Gas Daily Supply","2018M10D17","2018 October 17","-","All networked gas supply","Gigawatt hours","182.644102"
"NGSD01C01","Networked Gas Daily Supply","2018M10D17","2018 October 17","10","Networked gas supply - indigenous production","Gigawatt hours","92.861236"
"NGSD01C01","Networked Gas Daily Supply","2018M10D17","2018 October 17","20","Networked gas supply - imports","Gigawatt hours","89.782866"
"NGSD01C01","Networked Gas Daily Supply","2018M10D18","2018 October 18","-","All networked gas supply","Gigawatt hours","187.352171"
"NGSD01C01","Networked Gas Daily Supply","2018M10D18","2018 October 18","10","Networked gas supply - indigenous production","Gigawatt hours","92.538506"
"NGSD01C01","Networked Gas Daily Supply","2018M10D18","2018 October 18","20","Networked gas supply - imports","Gigawatt hours","94.813665"
"NGSD01C01","Networked Gas Daily Supply","2018M10D19","2018 October 19","-","All networked gas supply","Gigawatt hours","173.504668"
"NGSD01C01","Networked Gas Daily Supply","2018M10D19","2018 October 19","10","Networked gas supply - indigenous production","Gigawatt hours","92.641921"
"NGSD01C01","Networked Gas Daily Supply","2018M10D19","2018 October 19","20","Networked gas supply - imports","Gigawatt hours","80.862747"
"NGSD01C01","Networked Gas Daily Supply","2018M10D20","2018 October 20","-","All networked gas supply","Gigawatt hours","155.204968"
"NGSD01C01","Networked Gas Daily Supply","2018M10D20","2018 October 20","10","Networked gas supply - indigenous production","Gigawatt hours","92.626792"
"NGSD01C01","Networked Gas Daily Supply","2018M10D20","2018 October 20","20","Networked gas supply - imports","Gigawatt hours","62.578176"
"NGSD01C01","Networked Gas Daily Supply","2018M10D21","2018 October 21","-","All networked gas supply","Gigawatt hours","136.554715"
"NGSD01C01","Networked Gas Daily Supply","2018M10D21","2018 October 21","10","Networked gas supply - indigenous production","Gigawatt hours","92.531966"
"NGSD01C01","Networked Gas Daily Supply","2018M10D21","2018 October 21","20","Networked gas supply - imports","Gigawatt hours","44.022749"
"NGSD01C01","Networked Gas Daily Supply","2018M10D22","2018 October 22","-","All networked gas supply","Gigawatt hours","165.683037"
"NGSD01C01","Networked Gas Daily Supply","2018M10D22","2018 October 22","10","Networked gas supply - indigenous production","Gigawatt hours","92.437469"
"NGSD01C01","Networked Gas Daily Supply","2018M10D22","2018 October 22","20","Networked gas supply - imports","Gigawatt hours","73.245568"
"NGSD01C01","Networked Gas Daily Supply","2018M10D23","2018 October 23","-","All networked gas supply","Gigawatt hours","156.032785"
"NGSD01C01","Networked Gas Daily Supply","2018M10D23","2018 October 23","10","Networked gas supply - indigenous production","Gigawatt hours","92.448865"
"NGSD01C01","Networked Gas Daily Supply","2018M10D23","2018 October 23","20","Networked gas supply - imports","Gigawatt hours","63.58392"
"NGSD01C01","Networked Gas Daily Supply","2018M10D24","2018 October 24","-","All networked gas supply","Gigawatt hours","172.451926"
"NGSD01C01","Networked Gas Daily Supply","2018M10D24","2018 October 24","10","Networked gas supply - indigenous production","Gigawatt hours","92.298059"
"NGSD01C01","Networked Gas Daily Supply","2018M10D24","2018 October 24","20","Networked gas supply - imports","Gigawatt hours","80.153867"
"NGSD01C01","Networked Gas Daily Supply","2018M10D25","2018 October 25","-","All networked gas supply","Gigawatt hours","169.394199"
"NGSD01C01","Networked Gas Daily Supply","2018M10D25","2018 October 25","10","Networked gas supply - indigenous production","Gigawatt hours","92.198511"
"NGSD01C01","Networked Gas Daily Supply","2018M10D25","2018 October 25","20","Networked gas supply - imports","Gigawatt hours","77.195688"
"NGSD01C01","Networked Gas Daily Supply","2018M10D26","2018 October 26","-","All networked gas supply","Gigawatt hours","154.582873"
"NGSD01C01","Networked Gas Daily Supply","2018M10D26","2018 October 26","10","Networked gas supply - indigenous production","Gigawatt hours","92.122534"
"NGSD01C01","Networked Gas Daily Supply","2018M10D26","2018 October 26","20","Networked gas supply - imports","Gigawatt hours","62.460339"
"NGSD01C01","Networked Gas Daily Supply","2018M10D27","2018 October 27","-","All networked gas supply","Gigawatt hours","170.417309"
"NGSD01C01","Networked Gas Daily Supply","2018M10D27","2018 October 27","10","Networked gas supply - indigenous production","Gigawatt hours","95.772564"
"NGSD01C01","Networked Gas Daily Supply","2018M10D27","2018 October 27","20","Networked gas supply - imports","Gigawatt hours","74.644745"
"NGSD01C01","Networked Gas Daily Supply","2018M10D28","2018 October 28","-","All networked gas supply","Gigawatt hours","178.753502"
"NGSD01C01","Networked Gas Daily Supply","2018M10D28","2018 October 28","10","Networked gas supply - indigenous production","Gigawatt hours","92.014828"
"NGSD01C01","Networked Gas Daily Supply","2018M10D28","2018 October 28","20","Networked gas supply - imports","Gigawatt hours","86.738674"
"NGSD01C01","Networked Gas Daily Supply","2018M10D29","2018 October 29","-","All networked gas supply","Gigawatt hours","176.207604"
"NGSD01C01","Networked Gas Daily Supply","2018M10D29","2018 October 29","10","Networked gas supply - indigenous production","Gigawatt hours","91.945017"
"NGSD01C01","Networked Gas Daily Supply","2018M10D29","2018 October 29","20","Networked gas supply - imports","Gigawatt hours","84.262587"
"NGSD01C01","Networked Gas Daily Supply","2018M10D30","2018 October 30","-","All networked gas supply","Gigawatt hours","212.307453"
"NGSD01C01","Networked Gas Daily Supply","2018M10D30","2018 October 30","10","Networked gas supply - indigenous production","Gigawatt hours","91.87447"
"NGSD01C01","Networked Gas Daily Supply","2018M10D30","2018 October 30","20","Networked gas supply - imports","Gigawatt hours","120.432983"
"NGSD01C01","Networked Gas Daily Supply","2018M10D31","2018 October 31","-","All networked gas supply","Gigawatt hours","209.367781"
"NGSD01C01","Networked Gas Daily Supply","2018M10D31","2018 October 31","10","Networked gas supply - indigenous production","Gigawatt hours","92.908395"
"NGSD01C01","Networked Gas Daily Supply","2018M10D31","2018 October 31","20","Networked gas supply - imports","Gigawatt hours","116.459386"
"NGSD01C01","Networked Gas Daily Supply","2018M11D01","2018 November 01","-","All networked gas supply","Gigawatt hours","207.186048"
"NGSD01C01","Networked Gas Daily Supply","2018M11D01","2018 November 01","10","Networked gas supply - indigenous production","Gigawatt hours","93.596299"
"NGSD01C01","Networked Gas Daily Supply","2018M11D01","2018 November 01","20","Networked gas supply - imports","Gigawatt hours","113.589749"
"NGSD01C01","Networked Gas Daily Supply","2018M11D02","2018 November 02","-","All networked gas supply","Gigawatt hours","181.758402"
"NGSD01C01","Networked Gas Daily Supply","2018M11D02","2018 November 02","10","Networked gas supply - indigenous production","Gigawatt hours","91.459855"
"NGSD01C01","Networked Gas Daily Supply","2018M11D02","2018 November 02","20","Networked gas supply - imports","Gigawatt hours","90.298547"
"NGSD01C01","Networked Gas Daily Supply","2018M11D03","2018 November 03","-","All networked gas supply","Gigawatt hours","135.174629"
"NGSD01C01","Networked Gas Daily Supply","2018M11D03","2018 November 03","10","Networked gas supply - indigenous production","Gigawatt hours","91.451773"
"NGSD01C01","Networked Gas Daily Supply","2018M11D03","2018 November 03","20","Networked gas supply - imports","Gigawatt hours","43.722856"
"NGSD01C01","Networked Gas Daily Supply","2018M11D04","2018 November 04","-","All networked gas supply","Gigawatt hours","168.499931"
"NGSD01C01","Networked Gas Daily Supply","2018M11D04","2018 November 04","10","Networked gas supply - indigenous production","Gigawatt hours","87.081452"
"NGSD01C01","Networked Gas Daily Supply","2018M11D04","2018 November 04","20","Networked gas supply - imports","Gigawatt hours","81.418479"
"NGSD01C01","Networked Gas Daily Supply","2018M11D05","2018 November 05","-","All networked gas supply","Gigawatt hours","187.867818"
"NGSD01C01","Networked Gas Daily Supply","2018M11D05","2018 November 05","10","Networked gas supply - indigenous production","Gigawatt hours","91.322716"
"NGSD01C01","Networked Gas Daily Supply","2018M11D05","2018 November 05","20","Networked gas supply - imports","Gigawatt hours","96.545102"
"NGSD01C01","Networked Gas Daily Supply","2018M11D06","2018 November 06","-","All networked gas supply","Gigawatt hours","166.412955"
"NGSD01C01","Networked Gas Daily Supply","2018M11D06","2018 November 06","10","Networked gas supply - indigenous production","Gigawatt hours","91.527193"
"NGSD01C01","Networked Gas Daily Supply","2018M11D06","2018 November 06","20","Networked gas supply - imports","Gigawatt hours","74.885762"
"NGSD01C01","Networked Gas Daily Supply","2018M11D07","2018 November 07","-","All networked gas supply","Gigawatt hours","180.637876"
"NGSD01C01","Networked Gas Daily Supply","2018M11D07","2018 November 07","10","Networked gas supply - indigenous production","Gigawatt hours","90.919566"
"NGSD01C01","Networked Gas Daily Supply","2018M11D07","2018 November 07","20","Networked gas supply - imports","Gigawatt hours","89.71831"
"NGSD01C01","Networked Gas Daily Supply","2018M11D08","2018 November 08","-","All networked gas supply","Gigawatt hours","181.349853"
"NGSD01C01","Networked Gas Daily Supply","2018M11D08","2018 November 08","10","Networked gas supply - indigenous production","Gigawatt hours","90.790683"
"NGSD01C01","Networked Gas Daily Supply","2018M11D08","2018 November 08","20","Networked gas supply - imports","Gigawatt hours","90.55917"
"NGSD01C01","Networked Gas Daily Supply","2018M11D09","2018 November 09","-","All networked gas supply","Gigawatt hours","154.398276"
"NGSD01C01","Networked Gas Daily Supply","2018M11D09","2018 November 09","10","Networked gas supply - indigenous production","Gigawatt hours","85.210943"
"NGSD01C01","Networked Gas Daily Supply","2018M11D09","2018 November 09","20","Networked gas supply - imports","Gigawatt hours","69.187333"
"NGSD01C01","Networked Gas Daily Supply","2018M11D10","2018 November 10","-","All networked gas supply","Gigawatt hours","178.064827"
"NGSD01C01","Networked Gas Daily Supply","2018M11D10","2018 November 10","10","Networked gas supply - indigenous production","Gigawatt hours","90.989299"
"NGSD01C01","Networked Gas Daily Supply","2018M11D10","2018 November 10","20","Networked gas supply - imports","Gigawatt hours","87.075528"
"NGSD01C01","Networked Gas Daily Supply","2018M11D11","2018 November 11","-","All networked gas supply","Gigawatt hours","154.127076"
"NGSD01C01","Networked Gas Daily Supply","2018M11D11","2018 November 11","10","Networked gas supply - indigenous production","Gigawatt hours","90.765353"
"NGSD01C01","Networked Gas Daily Supply","2018M11D11","2018 November 11","20","Networked gas supply - imports","Gigawatt hours","63.361723"
"NGSD01C01","Networked Gas Daily Supply","2018M11D12","2018 November 12","-","All networked gas supply","Gigawatt hours","159.718373"
"NGSD01C01","Networked Gas Daily Supply","2018M11D12","2018 November 12","10","Networked gas supply - indigenous production","Gigawatt hours","90.816523"
"NGSD01C01","Networked Gas Daily Supply","2018M11D12","2018 November 12","20","Networked gas supply - imports","Gigawatt hours","68.90185"
"NGSD01C01","Networked Gas Daily Supply","2018M11D13","2018 November 13","-","All networked gas supply","Gigawatt hours","160.3599"
"NGSD01C01","Networked Gas Daily Supply","2018M11D13","2018 November 13","10","Networked gas supply - indigenous production","Gigawatt hours","90.627655"
"NGSD01C01","Networked Gas Daily Supply","2018M11D13","2018 November 13","20","Networked gas supply - imports","Gigawatt hours","69.732245"
"NGSD01C01","Networked Gas Daily Supply","2018M11D14","2018 November 14","-","All networked gas supply","Gigawatt hours","147.546787"
"NGSD01C01","Networked Gas Daily Supply","2018M11D14","2018 November 14","10","Networked gas supply - indigenous production","Gigawatt hours","90.654371"
"NGSD01C01","Networked Gas Daily Supply","2018M11D14","2018 November 14","20","Networked gas supply - imports","Gigawatt hours","56.892416"
"NGSD01C01","Networked Gas Daily Supply","2018M11D15","2018 November 15","-","All networked gas supply","Gigawatt hours","158.18048"
"NGSD01C01","Networked Gas Daily Supply","2018M11D15","2018 November 15","10","Networked gas supply - indigenous production","Gigawatt hours","90.6139"
"NGSD01C01","Networked Gas Daily Supply","2018M11D15","2018 November 15","20","Networked gas supply - imports","Gigawatt hours","67.56658"
"NGSD01C01","Networked Gas Daily Supply","2018M11D16","2018 November 16","-","All networked gas supply","Gigawatt hours","138.595073"
"NGSD01C01","Networked Gas Daily Supply","2018M11D16","2018 November 16","10","Networked gas supply - indigenous production","Gigawatt hours","90.520386"
"NGSD01C01","Networked Gas Daily Supply","2018M11D16","2018 November 16","20","Networked gas supply - imports","Gigawatt hours","48.074687"
"NGSD01C01","Networked Gas Daily Supply","2018M11D17","2018 November 17","-","All networked gas supply","Gigawatt hours","128.479112"
"NGSD01C01","Networked Gas Daily Supply","2018M11D17","2018 November 17","10","Networked gas supply - indigenous production","Gigawatt hours","90.505429"
"NGSD01C01","Networked Gas Daily Supply","2018M11D17","2018 November 17","20","Networked gas supply - imports","Gigawatt hours","37.973683"
"NGSD01C01","Networked Gas Daily Supply","2018M11D18","2018 November 18","-","All networked gas supply","Gigawatt hours","133.058538"
"NGSD01C01","Networked Gas Daily Supply","2018M11D18","2018 November 18","10","Networked gas supply - indigenous production","Gigawatt hours","90.467014"
"NGSD01C01","Networked Gas Daily Supply","2018M11D18","2018 November 18","20","Networked gas supply - imports","Gigawatt hours","42.591524"
"NGSD01C01","Networked Gas Daily Supply","2018M11D19","2018 November 19","-","All networked gas supply","Gigawatt hours","169.147375"
"NGSD01C01","Networked Gas Daily Supply","2018M11D19","2018 November 19","10","Networked gas supply - indigenous production","Gigawatt hours","90.395224"
"NGSD01C01","Networked Gas Daily Supply","2018M11D19","2018 November 19","20","Networked gas supply - imports","Gigawatt hours","78.752151"
"NGSD01C01","Networked Gas Daily Supply","2018M11D20","2018 November 20","-","All networked gas supply","Gigawatt hours","180.436255"
"NGSD01C01","Networked Gas Daily Supply","2018M11D20","2018 November 20","10","Networked gas supply - indigenous production","Gigawatt hours","90.326868"
"NGSD01C01","Networked Gas Daily Supply","2018M11D20","2018 November 20","20","Networked gas supply - imports","Gigawatt hours","90.109387"
"NGSD01C01","Networked Gas Daily Supply","2018M11D21","2018 November 21","-","All networked gas supply","Gigawatt hours","207.852089"
"NGSD01C01","Networked Gas Daily Supply","2018M11D21","2018 November 21","10","Networked gas supply - indigenous production","Gigawatt hours","90.285386"
"NGSD01C01","Networked Gas Daily Supply","2018M11D21","2018 November 21","20","Networked gas supply - imports","Gigawatt hours","117.566703"
"NGSD01C01","Networked Gas Daily Supply","2018M11D22","2018 November 22","-","All networked gas supply","Gigawatt hours","195.500939"
"NGSD01C01","Networked Gas Daily Supply","2018M11D22","2018 November 22","10","Networked gas supply - indigenous production","Gigawatt hours","90.035281"
"NGSD01C01","Networked Gas Daily Supply","2018M11D22","2018 November 22","20","Networked gas supply - imports","Gigawatt hours","105.465658"
"NGSD01C01","Networked Gas Daily Supply","2018M11D23","2018 November 23","-","All networked gas supply","Gigawatt hours","202.802599"
"NGSD01C01","Networked Gas Daily Supply","2018M11D23","2018 November 23","10","Networked gas supply - indigenous production","Gigawatt hours","89.964778"
"NGSD01C01","Networked Gas Daily Supply","2018M11D23","2018 November 23","20","Networked gas supply - imports","Gigawatt hours","112.837821"
"NGSD01C01","Networked Gas Daily Supply","2018M11D24","2018 November 24","-","All networked gas supply","Gigawatt hours","187.994586"
"NGSD01C01","Networked Gas Daily Supply","2018M11D24","2018 November 24","10","Networked gas supply - indigenous production","Gigawatt hours","90.227162"
"NGSD01C01","Networked Gas Daily Supply","2018M11D24","2018 November 24","20","Networked gas supply - imports","Gigawatt hours","97.767424"
"NGSD01C01","Networked Gas Daily Supply","2018M11D25","2018 November 25","-","All networked gas supply","Gigawatt hours","179.442357"
"NGSD01C01","Networked Gas Daily Supply","2018M11D25","2018 November 25","10","Networked gas supply - indigenous production","Gigawatt hours","89.963746"
"NGSD01C01","Networked Gas Daily Supply","2018M11D25","2018 November 25","20","Networked gas supply - imports","Gigawatt hours","89.478611"
"NGSD01C01","Networked Gas Daily Supply","2018M11D26","2018 November 26","-","All networked gas supply","Gigawatt hours","183.969185"
"NGSD01C01","Networked Gas Daily Supply","2018M11D26","2018 November 26","10","Networked gas supply - indigenous production","Gigawatt hours","89.922945"
"NGSD01C01","Networked Gas Daily Supply","2018M11D26","2018 November 26","20","Networked gas supply - imports","Gigawatt hours","94.04624"
"NGSD01C01","Networked Gas Daily Supply","2018M11D27","2018 November 27","-","All networked gas supply","Gigawatt hours","174.50333"
"NGSD01C01","Networked Gas Daily Supply","2018M11D27","2018 November 27","10","Networked gas supply - indigenous production","Gigawatt hours","89.92285"
"NGSD01C01","Networked Gas Daily Supply","2018M11D27","2018 November 27","20","Networked gas supply - imports","Gigawatt hours","84.58048"
"NGSD01C01","Networked Gas Daily Supply","2018M11D28","2018 November 28","-","All networked gas supply","Gigawatt hours","159.418717"
"NGSD01C01","Networked Gas Daily Supply","2018M11D28","2018 November 28","10","Networked gas supply - indigenous production","Gigawatt hours","89.763322"
"NGSD01C01","Networked Gas Daily Supply","2018M11D28","2018 November 28","20","Networked gas supply - imports","Gigawatt hours","69.655395"
"NGSD01C01","Networked Gas Daily Supply","2018M11D29","2018 November 29","-","All networked gas supply","Gigawatt hours","168.606008"
"NGSD01C01","Networked Gas Daily Supply","2018M11D29","2018 November 29","10","Networked gas supply - indigenous production","Gigawatt hours","89.729804"
"NGSD01C01","Networked Gas Daily Supply","2018M11D29","2018 November 29","20","Networked gas supply - imports","Gigawatt hours","78.876204"
"NGSD01C01","Networked Gas Daily Supply","2018M11D30","2018 November 30","-","All networked gas supply","Gigawatt hours","180.478964"
"NGSD01C01","Networked Gas Daily Supply","2018M11D30","2018 November 30","10","Networked gas supply - indigenous production","Gigawatt hours","48.240278"
"NGSD01C01","Networked Gas Daily Supply","2018M11D30","2018 November 30","20","Networked gas supply - imports","Gigawatt hours","132.238686"
"NGSD01C01","Networked Gas Daily Supply","2018M12D01","2018 December 01","-","All networked gas supply","Gigawatt hours","175.411599"
"NGSD01C01","Networked Gas Daily Supply","2018M12D01","2018 December 01","10","Networked gas supply - indigenous production","Gigawatt hours","85.677365"
"NGSD01C01","Networked Gas Daily Supply","2018M12D01","2018 December 01","20","Networked gas supply - imports","Gigawatt hours","89.734234"
"NGSD01C01","Networked Gas Daily Supply","2018M12D02","2018 December 02","-","All networked gas supply","Gigawatt hours","134.89367"
"NGSD01C01","Networked Gas Daily Supply","2018M12D02","2018 December 02","10","Networked gas supply - indigenous production","Gigawatt hours","89.755681"
"NGSD01C01","Networked Gas Daily Supply","2018M12D02","2018 December 02","20","Networked gas supply - imports","Gigawatt hours","45.137989"
"NGSD01C01","Networked Gas Daily Supply","2018M12D03","2018 December 03","-","All networked gas supply","Gigawatt hours","196.277462"
"NGSD01C01","Networked Gas Daily Supply","2018M12D03","2018 December 03","10","Networked gas supply - indigenous production","Gigawatt hours","89.36416"
"NGSD01C01","Networked Gas Daily Supply","2018M12D03","2018 December 03","20","Networked gas supply - imports","Gigawatt hours","106.913302"
"NGSD01C01","Networked Gas Daily Supply","2018M12D04","2018 December 04","-","All networked gas supply","Gigawatt hours","207.13801"
"NGSD01C01","Networked Gas Daily Supply","2018M12D04","2018 December 04","10","Networked gas supply - indigenous production","Gigawatt hours","89.588792"
"NGSD01C01","Networked Gas Daily Supply","2018M12D04","2018 December 04","20","Networked gas supply - imports","Gigawatt hours","117.549218"
"NGSD01C01","Networked Gas Daily Supply","2018M12D05","2018 December 05","-","All networked gas supply","Gigawatt hours","195.951399"
"NGSD01C01","Networked Gas Daily Supply","2018M12D05","2018 December 05","10","Networked gas supply - indigenous production","Gigawatt hours","57.979394"
"NGSD01C01","Networked Gas Daily Supply","2018M12D05","2018 December 05","20","Networked gas supply - imports","Gigawatt hours","137.972005"
"NGSD01C01","Networked Gas Daily Supply","2018M12D06","2018 December 06","-","All networked gas supply","Gigawatt hours","154.90116"
