"STATISTIC","Statistic Label","TLIST(D1)","Day","C04236V05009","Supply Type","UNIT","VALUE"
"NGSD01C01","Networked Gas Daily Supply","2023M11D13","2023 November 13","-","All networked gas supply","Gigawatt hours","116.252942"
"NGSD01C01","Networked Gas Daily Supply","2023M11D13","2023 November 13","10","Networked gas supply - indigenous production","Gigawatt hours","33.454855"
"NGSD01C01","Networked Gas Daily Supply","2023M11D13","2023 November 13","20","Networked gas supply - imports","Gigawatt hours","82.798087"
"NGSD01C01","Networked Gas Daily Supply","2023M11D14","2023 November 14","-","All networked gas supply","Gigawatt hours","122.449849"
"NGSD01C01","Networked Gas Daily Supply","2023M11D14","2023 November 14","10","Networked gas supply - indigenous production","Gigawatt hours","33.472504"
"NGSD01C01","Networked Gas Daily Supply","2023M11D14","2023 November 14","20","Networked gas supply - imports","Gigawatt hours","88.977345"
"NGSD01C01","Networked Gas Daily Supply","2023M11D15","2023 November 15","-","All networked gas supply","Gigawatt hours","176.501615"
"NGSD01C01","Networked Gas Daily Supply","2023M11D15","2023 November 15","10","Networked gas supply - indigenous production","Gigawatt hours","33.425155"
"NGSD01C01","Networked Gas Daily Supply","2023M11D15","2023 November 15","20","Networked gas supply - imports","Gigawatt hours","143.07646"
"NGSD01C01","Networked Gas Daily Supply","2023M11D16","2023 November 16","-","All networked gas supply","Gigawatt hours","176.543652"
"NGSD01C01","Networked Gas Daily Supply","2023M11D16","2023 November 16","10","Networked gas supply - indigenous production","Gigawatt hours","33.435723"
"NGSD01C01","Networked Gas Daily Supply","2023M11D16","2023 November 16","20","Networked gas supply - imports","Gigawatt hours","143.107929"
"NGSD01C01","Networked Gas Daily Supply","2023M11D17","2023 November 17","-","All networked gas supply","Gigawatt hours","165.571168"
"NGSD01C01","Networked Gas Daily Supply","2023M11D17","2023 November 17","10","Networked gas supply - indigenous production","Gigawatt hours","33.282099"
"NGSD01C01","Networked Gas Daily Supply","2023M11D17","2023 November 17","20","Networked gas supply - imports","Gigawatt hours","132.289069"
"NGSD01C01","Networked Gas Daily Supply","2023M11D18","2023 November 18","-","All networked gas supply","Gigawatt hours","96.232642"
"NGSD01C01","Networked Gas Daily Supply","2023M11D18","2023 November 18","10","Networked gas supply - indigenous production","Gigawatt hours","33.234157"
"NGSD01C01","Networked Gas Daily Supply","2023M11D18","2023 November 18","20","Networked gas supply - imports","Gigawatt hours","62.998485"
"NGSD01C01","Networked Gas Daily Supply","2023M11D19","2023 November 19","-","All networked gas supply","Gigawatt hours","96.79992"
"NGSD01C01","Networked Gas Daily Supply","2023M11D19","2023 November 19","10","Networked gas supply - indigenous production","Gigawatt hours","33.322553"
"NGSD01C01","Networked Gas Daily Supply","2023M11D19","2023 November 19","20","Networked gas supply - imports","Gigawatt hours","63.477367"
"NGSD01C01","Networked Gas Daily Supply","2023M11D20","2023 November 20","-","All networked gas supply","Gigawatt hours","120.316474"
"NGSD01C01","Networked Gas Daily Supply","2023M11D20","2023 November 20","10","Networked gas supply - indigenous production","Gigawatt hours","33.423809"
"NGSD01C01","Networked Gas Daily Supply","2023M11D20","2023 November 20","20","Networked gas supply - imports","Gigawatt hours","86.892665"
"NGSD01C01","Networked Gas Daily Supply","2023M11D21","2023 November 21","-","All networked gas supply","Gigawatt hours","185.494141"
"NGSD01C01","Networked Gas Daily Supply","2023M11D21","2023 November 21","10","Networked gas supply - indigenous production","Gigawatt hours","33.327082"
"NGSD01C01","Networked Gas Daily Supply","2023M11D21","2023 November 21","20","Networked gas supply - imports","Gigawatt hours","152.167059"
"NGSD01C01","Networked Gas Daily Supply","2023M11D22","2023 November 22","-","All networked gas supply","Gigawatt hours","133.820905"
"NGSD01C01","Networked Gas Daily Supply","2023M11D22","2023 November 22","10","Networked gas supply - indigenous production","Gigawatt hours","33.255517"
"NGSD01C01","Networked Gas Daily Supply","2023M11D22","2023 November 22","20","Networked gas supply - imports","Gigawatt hours","100.565388"
"NGSD01C01","Networked Gas Daily Supply","2023M11D23","2023 November 23","-","All networked gas supply","Gigawatt hours","130.274185"
"NGSD01C01","Networked Gas Daily Supply","2023M11D23","2023 November 23","10","Networked gas supply - indigenous production","Gigawatt hours","33.316338"
"NGSD01C01","Networked Gas Daily Supply","2023M11D23","2023 November 23","20","Networked gas supply - imports","Gigawatt hours","96.957847"
"NGSD01C01","Networked Gas Daily Supply","2023M11D24","2023 November 24","-","All networked gas supply","Gigawatt hours","201.76401"
"NGSD01C01","Networked Gas Daily Supply","2023M11D24","2023 November 24","10","Networked gas supply - indigenous production","Gigawatt hours","33.408496"
"NGSD01C01","Networked Gas Daily Supply","2023M11D24","2023 November 24","20","Networked gas supply - imports","Gigawatt hours","168.355514"
"NGSD01C01","Networked Gas Daily Supply","2023M11D25","2023 November 25","-","All networked gas supply","Gigawatt hours","184.84344"
"NGSD01C01","Networked Gas Daily Supply","2023M11D25","2023 November 25","10","Networked gas supply - indigenous production","Gigawatt hours","33.255542"
"NGSD01C01","Networked Gas Daily Supply","2023M11D25","2023 November 25","20","Networked gas supply - imports","Gigawatt hours","151.587898"
"NGSD01C01","Networked Gas Daily Supply","2023M11D26","2023 November 26","-","All networked gas supply","Gigawatt hours","175.66813"
"NGSD01C01","Networked Gas Daily Supply","2023M11D26","2023 November 26","10","Networked gas supply - indigenous production","Gigawatt hours","33.213003"
"NGSD01C01","Networked Gas Daily Supply","2023M11D26","2023 November 26","20","Networked gas supply - imports","Gigawatt hours","142.455127"
"NGSD01C01","Networked Gas Daily Supply","2023M11D27","2023 November 27","-","All networked gas supply","Gigawatt hours","193.100545"
"NGSD01C01","Networked Gas Daily Supply","2023M11D27","2023 November 27","10","Networked gas supply - indigenous production","Gigawatt hours","33.3155"
"NGSD01C01","Networked Gas Daily Supply","2023M11D27","2023 November 27","20","Networked gas supply - imports","Gigawatt hours","159.785045"
"NGSD01C01","Networked Gas Daily Supply","2023M11D28","2023 November 28","-","All networked gas supply","Gigawatt hours","232.735904"
"NGSD01C01","Networked Gas Daily Supply","2023M11D28","2023 November 28","10","Networked gas supply - indigenous production","Gigawatt hours","33.232525"
"NGSD01C01","Networked Gas Daily Supply","2023M11D28","2023 November 28","20","Networked gas supply - imports","Gigawatt hours","199.503379"
"NGSD01C01","Networked Gas Daily Supply","2023M11D29","2023 November 29","-","All networked gas supply","Gigawatt hours","227.449755"
"NGSD01C01","Networked Gas Daily Supply","2023M11D29","2023 November 29","10","Networked gas supply - indigenous production","Gigawatt hours","33.269202"
"NGSD01C01","Networked Gas Daily Supply","2023M11D29","2023 November 29","20","Networked gas supply - imports","Gigawatt hours","194.180553"
"NGSD01C01","Networked Gas Daily Supply","2023M11D30","2023 November 30","-","All networked gas supply","Gigawatt hours","234.926258"
"NGSD01C01","Networked Gas Daily Supply","2023M11D30","2023 November 30","10","Networked gas supply - indigenous production","Gigawatt hours","27.885269"
"NGSD01C01","Networked Gas Daily Supply","2023M11D30","2023 November 30","20","Networked gas supply - imports","Gigawatt hours","207.040989"
"NGSD01C01","Networked Gas Daily Supply","2023M12D01","2023 December 01","-","All networked gas supply","Gigawatt hours","250.666537"
"NGSD01C01","Networked Gas Daily Supply","2023M12D01","2023 December 01","10","Networked gas supply - indigenous production","Gigawatt hours","30.369531"
"NGSD01C01","Networked Gas Daily Supply","2023M12D01","2023 December 01","20","Networked gas supply - imports","Gigawatt hours","220.297006"
"NGSD01C01","Networked Gas Daily Supply","2023M12D02","2023 December 02","-","All networked gas supply","Gigawatt hours","222.281952"
"NGSD01C01","Networked Gas Daily Supply","2023M12D02","2023 December 02","10","Networked gas supply - indigenous production","Gigawatt hours","33.638572"
"NGSD01C01","Networked Gas Daily Supply","2023M12D02","2023 December 02","20","Networked gas supply - imports","Gigawatt hours","188.64338"
"NGSD01C01","Networked Gas Daily Supply","2023M12D03","2023 December 03","-","All networked gas supply","Gigawatt hours","187.184288"
"NGSD01C01","Networked Gas Daily Supply","2023M12D03","2023 December 03","10","Networked gas supply - indigenous production","Gigawatt hours","33.384039"
"NGSD01C01","Networked Gas Daily Supply","2023M12D03","2023 December 03","20","Networked gas supply - imports","Gigawatt hours","153.800249"
"NGSD01C01","Networked Gas Daily Supply","2023M12D04","2023 December 04","-","All networked gas supply","Gigawatt hours","199.836895"
"NGSD01C01","Networked Gas Daily Supply","2023M12D04","2023 December 04","10","Networked gas supply - indigenous production","Gigawatt hours","33.270146"
"NGSD01C01","Networked Gas Daily Supply","2023M12D04","2023 December 04","20","Networked gas supply - imports","Gigawatt hours","166.566749"
"NGSD01C01","Networked Gas Daily Supply","2023M12D05","2023 December 05","-","All networked gas supply","Gigawatt hours","214.517715"
"NGSD01C01","Networked Gas Daily Supply","2023M12D05","2023 December 05","10","Networked gas supply - indigenous production","Gigawatt hours","33.257213"
"NGSD01C01","Networked Gas Daily Supply","2023M12D05","2023 December 05","20","Networked gas supply - imports","Gigawatt hours","181.260502"
"NGSD01C01","Networked Gas Daily Supply","2023M12D06","2023 December 06","-","All networked gas supply","Gigawatt hours","152.426377"
"NGSD01C01","Networked Gas Daily Supply","2023M12D06","2023 December 06","10","Networked gas supply - indigenous production","Gigawatt hours","33.152335"
"NGSD01C01","Networked Gas Daily Supply","2023M12D06","2023 December 06","20","Networked gas supply - imports","Gigawatt hours","119.274042"
"NGSD01C01","Networked Gas Daily Supply","2023M12D07","2023 December 07","-","All networked gas supply","Gigawatt hours","134.60719"
"NGSD01C01","Networked Gas Daily Supply","2023M12D07","2023 December 07","10","Networked gas supply - indigenous production","Gigawatt hours","33.146303"
"NGSD01C01","Networked Gas Daily Supply","2023M12D07","2023 December 07","20","Networked gas supply - imports","Gigawatt hours","101.460887"
"NGSD01C01","Networked Gas Daily Supply","2023M12D08","2023 December 08","-","All networked gas supply","Gigawatt hours","128.058259"
"NGSD01C01","Networked Gas Daily Supply","2023M12D08","2023 December 08","10","Networked gas supply - indigenous production","Gigawatt hours","33.114383"
"NGSD01C01","Networked Gas Daily Supply","2023M12D08","2023 December 08","20","Networked gas supply - imports","Gigawatt hours","94.943876"
"NGSD01C01","Networked Gas Daily Supply","2023M12D09","2023 December 09","-","All networked gas supply","Gigawatt hours","108.241356"
"NGSD01C01","Networked Gas Daily Supply","2023M12D09","2023 December 09","10","Networked gas supply - indigenous production","Gigawatt hours","33.131824"
"NGSD01C01","Networked Gas Daily Supply","2023M12D09","2023 December 09","20","Networked gas supply - imports","Gigawatt hours","75.109532"
"NGSD01C01","Networked Gas Daily Supply","2023M12D10","2023 December 10","-","All networked gas supply","Gigawatt hours","110.343374"
"NGSD01C01","Networked Gas Daily Supply","2023M12D10","2023 December 10","10","Networked gas supply - indigenous production","Gigawatt hours","33.108986"
"NGSD01C01","Networked Gas Daily Supply","2023M12D10","2023 December 10","20","Networked gas supply - imports","Gigawatt hours","77.234388"
"NGSD01C01","Networked Gas Daily Supply","2023M12D11","2023 December 11","-","All networked gas supply","Gigawatt hours","185.398662"
"NGSD01C01","Networked Gas Daily Supply","2023M12D11","2023 December 11","10","Networked gas supply - indigenous production","Gigawatt hours","33.066975"
"NGSD01C01","Networked Gas Daily Supply","2023M12D11","2023 December 11","20","Networked gas supply - imports","Gigawatt hours","152.331687"
"NGSD01C01","Networked Gas Daily Supply","2023M12D12","2023 December 12","-","All networked gas supply","Gigawatt hours","171.450897"
"NGSD01C01","Networked Gas Daily Supply","2023M12D12","2023 December 12","10","Networked gas supply - indigenous production","Gigawatt hours","32.781889"
"NGSD01C01","Networked Gas Daily Supply","2023M12D12","2023 December 12","20","Networked gas supply - imports","Gigawatt hours","138.669008"
"NGSD01C01","Networked Gas Daily Supply","2023M12D13","2023 December 13","-","All networked gas supply","Gigawatt hours","178.82785"
"NGSD01C01","Networked Gas Daily Supply","2023M12D13","2023 December 13","10","Networked gas supply - indigenous production","Gigawatt hours","33.07583"
"NGSD01C01","Networked Gas Daily Supply","2023M12D13","2023 December 13","20","Networked gas supply - imports","Gigawatt hours","145.75202"
"NGSD01C01","Networked Gas Daily Supply","2023M12D14","2023 December 14","-","All networked gas supply","Gigawatt hours","185.541591"
"NGSD01C01","Networked Gas Daily Supply","2023M12D14","2023 December 14","10","Networked gas supply - indigenous production","Gigawatt hours","33.020921"
"NGSD01C01","Networked Gas Daily Supply","2023M12D14","2023 December 14","20","Networked gas supply - imports","Gigawatt hours","152.52067"
"NGSD01C01","Networked Gas Daily Supply","2023M12D15","2023 December 15","-","All networked gas supply","Gigawatt hours","145.472649"
"NGSD01C01","Networked Gas Daily Supply","2023M12D15","2023 December 15","10","Networked gas supply - indigenous production","Gigawatt hours","32.941728"
"NGSD01C01","Networked Gas Daily Supply","2023M12D15","2023 December 15","20","Networked gas supply - imports","Gigawatt hours","112.530921"
"NGSD01C01","Networked Gas Daily Supply","2023M12D16","2023 December 16","-","All networked gas supply","Gigawatt hours","97.693564"
"NGSD01C01","Networked Gas Daily Supply","2023M12D16","2023 December 16","10","Networked gas supply - indigenous production","Gigawatt hours","32.914751"
"NGSD01C01","Networked Gas Daily Supply","2023M12D16","2023 December 16","20","Networked gas supply - imports","Gigawatt hours","64.778813"
"NGSD01C01","Networked Gas Daily Supply","2023M12D17","2023 December 17","-","All networked gas supply","Gigawatt hours","95.130349"
"NGSD01C01","Networked Gas Daily Supply","2023M12D17","2023 December 17","10","Networked gas supply - indigenous production","Gigawatt hours","32.837621"
"NGSD01C01","Networked Gas Daily Supply","2023M12D17","2023 December 17","20","Networked gas supply - imports","Gigawatt hours","62.292728"
"NGSD01C01","Networked Gas Daily Supply","2023M12D18","2023 December 18","-","All networked gas supply","Gigawatt hours","168.230831"
"NGSD01C01","Networked Gas Daily Supply","2023M12D18","2023 December 18","10","Networked gas supply - indigenous production","Gigawatt hours","32.892658"
"NGSD01C01","Networked Gas Daily Supply","2023M12D18","2023 December 18","20","Networked gas supply - imports","Gigawatt hours","135.338173"
"NGSD01C01","Networked Gas Daily Supply","2023M12D19","2023 December 19","-","All networked gas supply","Gigawatt hours","131.514307"
"NGSD01C01","Networked Gas Daily Supply","2023M12D19","2023 December 19","10","Networked gas supply - indigenous production","Gigawatt hours","32.904677"
"NGSD01C01","Networked Gas Daily Supply","2023M12D19","2023 December 19","20","Networked gas supply - imports","Gigawatt hours","98.60963"
"NGSD01C01","Networked Gas Daily Supply","2023M12D20","2023 December 20","-","All networked gas supply","Gigawatt hours","116.041293"
"NGSD01C01","Networked Gas Daily Supply","2023M12D20","2023 December 20","10","Networked gas supply - indigenous production","Gigawatt hours","32.793887"
"NGSD01C01","Networked Gas Daily Supply","2023M12D20","2023 December 20","20","Networked gas supply - imports","Gigawatt hours","83.247406"
"NGSD01C01","Networked Gas Daily Supply","2023M12D21","2023 December 21","-","All networked gas supply","Gigawatt hours","103.404028"
"NGSD01C01","Networked Gas Daily Supply","2023M12D21","2023 December 21","10","Networked gas supply - indigenous production","Gigawatt hours","32.871016"
"NGSD01C01","Networked Gas Daily Supply","2023M12D21","2023 December 21","20","Networked gas supply - imports","Gigawatt hours","70.533012"
"NGSD01C01","Networked Gas Daily Supply","2023M12D22","2023 December 22","-","All networked gas supply","Gigawatt hours","97.587984"
"NGSD01C01","Networked Gas Daily Supply","2023M12D22","2023 December 22","10","Networked gas supply - indigenous production","Gigawatt hours","32.754045"
"NGSD01C01","Networked Gas Daily Supply","2023M12D22","2023 December 22","20","Networked gas supply - imports","Gigawatt hours","64.833939"
"NGSD01C01","Networked Gas Daily Supply","2023M12D23","2023 December 23","-","All networked gas supply","Gigawatt hours","87.822215"
"NGSD01C01","Networked Gas Daily Supply","2023M12D23","2023 December 23","10","Networked gas supply - indigenous production","Gigawatt hours","32.643517"
"NGSD01C01","Networked Gas Daily Supply","2023M12D23","2023 December 23","20","Networked gas supply - imports","Gigawatt hours","55.178698"
"NGSD01C01","Networked Gas Daily Supply","2023M12D24","2023 December 24","-","All networked gas supply","Gigawatt hours","82.479769"
"NGSD01C01","Networked Gas Daily Supply","2023M12D24","2023 December 24","10","Networked gas supply - indigenous production","Gigawatt hours","32.779349"
"NGSD01C01","Networked Gas Daily Supply","2023M12D24","2023 December 24","20","Networked gas supply - imports","Gigawatt hours","49.70042"
"NGSD01C01","Networked Gas Daily Supply","2023M12D25","2023 December 25","-","All networked gas supply","Gigawatt hours","85.053217"
"NGSD01C01","Networked Gas Daily Supply","2023M12D25","2023 December 25","10","Networked gas supply - indigenous production","Gigawatt hours","32.834491"
"NGSD01C01","Networked Gas Daily Supply","2023M12D25","2023 December 25","20","Networked gas supply - imports","Gigawatt hours","52.218726"
"NGSD01C01","Networked Gas Daily Supply","2023M12D26","2023 December 26","-","All networked gas supply","Gigawatt hours","131.48673"
"NGSD01C01","Networked Gas Daily Supply","2023M12D26","2023 December 26","10","Networked gas supply - indigenous production","Gigawatt hours","32.727792"
"NGSD01C01","Networked Gas Daily Supply","2023M12D26","2023 December 26","20","Networked gas supply - imports","Gigawatt hours","98.758938"
"NGSD01C01","Networked Gas Daily Supply","2023M12D27","2023 December 27","-","All networked gas supply","Gigawatt hours","104.853602"
"NGSD01C01","Networked Gas Daily Supply","2023M12D27","2023 December 27","10","Networked gas supply - indigenous production","Gigawatt hours","32.728144"
"NGSD01C01","Networked Gas Daily Supply","2023M12D27","2023 December 27","20","Networked gas supply - imports","Gigawatt hours","72.125458"
"NGSD01C01","Networked Gas Daily Supply","2023M12D28","2023 December 28","-","All networked gas supply","Gigawatt hours","101.96816"
"NGSD01C01","Networked Gas Daily Supply","2023M12D28","2023 December 28","10","Networked gas supply - indigenous production","Gigawatt hours","32.703566"
"NGSD01C01","Networked Gas Daily Supply","2023M12D28","2023 December 28","20","Networked gas supply - imports","Gigawatt hours","69.264594"
"NGSD01C01","Networked Gas Daily Supply","2023M12D29","2023 December 29","-","All networked gas supply","Gigawatt hours","133.372519"
"NGSD01C01","Networked Gas Daily Supply","2023M12D29","2023 December 29","10","Networked gas supply - indigenous production","Gigawatt hours","32.697112"
"NGSD01C01","Networked Gas Daily Supply","2023M12D29","2023 December 29","20","Networked gas supply - imports","Gigawatt hours","100.675407"
"NGSD01C01","Networked Gas Daily Supply","2023M12D30","2023 December 30","-","All networked gas supply","Gigawatt hours","95.693231"
"NGSD01C01","Networked Gas Daily Supply","2023M12D30","2023 December 30","10","Networked gas supply - indigenous production","Gigawatt hours","32.657425"
"NGSD01C01","Networked Gas Daily Supply","2023M12D30","2023 December 30","20","Networked gas supply - imports","Gigawatt hours","63.035806"
"NGSD01C01","Networked Gas Daily Supply","2023M12D31","2023 December 31","-","All networked gas supply","Gigawatt hours","97.384445"
"NGSD01C01","Networked Gas Daily Supply","2023M12D31","2023 December 31","10","Networked gas supply - indigenous production","Gigawatt hours","32.678556"
"NGSD01C01","Networked Gas Daily Supply","2023M12D31","2023 December 31","20","Networked gas supply - imports","Gigawatt hours","64.705889"
"NGSD01C01","Networked Gas Daily Supply","2024M01D01","2024 January 01","-","All networked gas supply","Gigawatt hours","107.428907"
"NGSD01C01","Networked Gas Daily Supply","2024M01D01","2024 January 01","10","Networked gas supply - indigenous production","Gigawatt hours","32.602693"
"NGSD01C01","Networked Gas Daily Supply","2024M01D01","2024 January 01","20","Networked gas supply - imports","Gigawatt hours","74.826214"
"NGSD01C01","Networked Gas Daily Supply","2024M01D02","2024 January 02","-","All networked gas supply","Gigawatt hours","154.327533"
"NGSD01C01","Networked Gas Daily Supply","2024M01D02","2024 January 02","10","Networked gas supply - indigenous production","Gigawatt hours","32.642631"
"NGSD01C01","Networked Gas Daily Supply","2024M01D02","2024 January 02","20","Networked gas supply - imports","Gigawatt hours","121.684902"
"NGSD01C01","Networked Gas Daily Supply","2024M01D03","2024 January 03","-","All networked gas supply","Gigawatt hours","162.504953"
"NGSD01C01","Networked Gas Daily Supply","2024M01D03","2024 January 03","10","Networked gas supply - indigenous production","Gigawatt hours","32.596765"
"NGSD01C01","Networked Gas Daily Supply","2024M01D03","2024 January 03","20","Networked gas supply - imports","Gigawatt hours","129.908188"
"NGSD01C01","Networked Gas Daily Supply","2024M01D04","2024 January 04","-","All networked gas supply","Gigawatt hours","195.023556"
"NGSD01C01","Networked Gas Daily Supply","2024M01D04","2024 January 04","10","Networked gas supply - indigenous production","Gigawatt hours","32.546905"
"NGSD01C01","Networked Gas Daily Supply","2024M01D04","2024 January 04","20","Networked gas supply - imports","Gigawatt hours","162.476651"
"NGSD01C01","Networked Gas Daily Supply","2024M01D05","2024 January 05","-","All networked gas supply","Gigawatt hours","188.60603"
"NGSD01C01","Networked Gas Daily Supply","2024M01D05","2024 January 05","10","Networked gas supply - indigenous production","Gigawatt hours","32.514972"
"NGSD01C01","Networked Gas Daily Supply","2024M01D05","2024 January 05","20","Networked gas supply - imports","Gigawatt hours","156.091058"
"NGSD01C01","Networked Gas Daily Supply","2024M01D06","2024 January 06","-","All networked gas supply","Gigawatt hours","206.043813"
"NGSD01C01","Networked Gas Daily Supply","2024M01D06","2024 January 06","10","Networked gas supply - indigenous production","Gigawatt hours","32.473627"
"NGSD01C01","Networked Gas Daily Supply","2024M01D06","2024 January 06","20","Networked gas supply - imports","Gigawatt hours","173.570186"
"NGSD01C01","Networked Gas Daily Supply","2024M01D07","2024 January 07","-","All networked gas supply","Gigawatt hours","211.433749"
"NGSD01C01","Networked Gas Daily Supply","2024M01D07","2024 January 07","10","Networked gas supply - indigenous production","Gigawatt hours","32.43935"
"NGSD01C01","Networked Gas Daily Supply","2024M01D07","2024 January 07","20","Networked gas supply - imports","Gigawatt hours","178.994399"
"NGSD01C01","Networked Gas Daily Supply","2024M01D08","2024 January 08","-","All networked gas supply","Gigawatt hours","199.223192"
"NGSD01C01","Networked Gas Daily Supply","2024M01D08","2024 January 08","10","Networked gas supply - indigenous production","Gigawatt hours","32.423486"
"NGSD01C01","Networked Gas Daily Supply","2024M01D08","2024 January 08","20","Networked gas supply - imports","Gigawatt hours","166.799706"
"NGSD01C01","Networked Gas Daily Supply","2024M01D09","2024 January 09","-","All networked gas supply","Gigawatt hours","192.257766"
"NGSD01C01","Networked Gas Daily Supply","2024M01D09","2024 January 09","10","Networked gas supply - indigenous production","Gigawatt hours","32.608943"
"NGSD01C01","Networked Gas Daily Supply","2024M01D09","2024 January 09","20","Networked gas supply - imports","Gigawatt hours","159.648823"
"NGSD01C01","Networked Gas Daily Supply","2024M01D10","2024 January 10","-","All networked gas supply","Gigawatt hours","223.705032"
"NGSD01C01","Networked Gas Daily Supply","2024M01D10","2024 January 10","10","Networked gas supply - indigenous production","Gigawatt hours","32.645039"
"NGSD01C01","Networked Gas Daily Supply","2024M01D10","2024 January 10","20","Networked gas supply - imports","Gigawatt hours","191.059993"
"NGSD01C01","Networked Gas Daily Supply","2024M01D11","2024 January 11","-","All networked gas supply","Gigawatt hours","232.412928"
"NGSD01C01","Networked Gas Daily Supply","2024M01D11","2024 January 11","10","Networked gas supply - indigenous production","Gigawatt hours","32.72019"
"NGSD01C01","Networked Gas Daily Supply","2024M01D11","2024 January 11","20","Networked gas supply - imports","Gigawatt hours","199.692738"
"NGSD01C01","Networked Gas Daily Supply","2024M01D12","2024 January 12","-","All networked gas supply","Gigawatt hours","239.960209"
"NGSD01C01","Networked Gas Daily Supply","2024M01D12","2024 January 12","10","Networked gas supply - indigenous production","Gigawatt hours","32.68493"
"NGSD01C01","Networked Gas Daily Supply","2024M01D12","2024 January 12","20","Networked gas supply - imports","Gigawatt hours","207.275279"
"NGSD01C01","Networked Gas Daily Supply","2024M01D13","2024 January 13","-","All networked gas supply","Gigawatt hours","213.79439"
"NGSD01C01","Networked Gas Daily Supply","2024M01D13","2024 January 13","10","Networked gas supply - indigenous production","Gigawatt hours","32.62442"
"NGSD01C01","Networked Gas Daily Supply","2024M01D13","2024 January 13","20","Networked gas supply - imports","Gigawatt hours","181.16997"
"NGSD01C01","Networked Gas Daily Supply","2024M01D14","2024 January 14","-","All networked gas supply","Gigawatt hours","183.351496"
"NGSD01C01","Networked Gas Daily Supply","2024M01D14","2024 January 14","10","Networked gas supply - indigenous production","Gigawatt hours","32.650869"
"NGSD01C01","Networked Gas Daily Supply","2024M01D14","2024 January 14","20","Networked gas supply - imports","Gigawatt hours","150.700627"
"NGSD01C01","Networked Gas Daily Supply","2024M01D15","2024 January 15","-","All networked gas supply","Gigawatt hours","239.879106"
"NGSD01C01","Networked Gas Daily Supply","2024M01D15","2024 January 15","10","Networked gas supply - indigenous production","Gigawatt hours","32.653593"
"NGSD01C01","Networked Gas Daily Supply","2024M01D15","2024 January 15","20","Networked gas supply - imports","Gigawatt hours","207.225513"
"NGSD01C01","Networked Gas Daily Supply","2024M01D16","2024 January 16","-","All networked gas supply","Gigawatt hours","235.72809"
"NGSD01C01","Networked Gas Daily Supply","2024M01D16","2024 January 16","10","Networked gas supply - indigenous production","Gigawatt hours","32.585134"
"NGSD01C01","Networked Gas Daily Supply","2024M01D16","2024 January 16","20","Networked gas supply - imports","Gigawatt hours","203.142956"
"NGSD01C01","Networked Gas Daily Supply","2024M01D17","2024 January 17","-","All networked gas supply","Gigawatt hours","243.445586"
"NGSD01C01","Networked Gas Daily Supply","2024M01D17","2024 January 17","10","Networked gas supply - indigenous production","Gigawatt hours","32.678742"
"NGSD01C01","Networked Gas Daily Supply","2024M01D17","2024 January 17","20","Networked gas supply - imports","Gigawatt hours","210.766844"
"NGSD01C01","Networked Gas Daily Supply","2024M01D18","2024 January 18","-","All networked gas supply","Gigawatt hours","242.612619"
"NGSD01C01","Networked Gas Daily Supply","2024M01D18","2024 January 18","10","Networked gas supply - indigenous production","Gigawatt hours","27.420308"
"NGSD01C01","Networked Gas Daily Supply","2024M01D18","2024 January 18","20","Networked gas supply - imports","Gigawatt hours","215.192311"
"NGSD01C01","Networked Gas Daily Supply","2024M01D19","2024 January 19","-","All networked gas supply","Gigawatt hours","169.505559"
"NGSD01C01","Networked Gas Daily Supply","2024M01D19","2024 January 19","10","Networked gas supply - indigenous production","Gigawatt hours","33.131075"
"NGSD01C01","Networked Gas Daily Supply","2024M01D19","2024 January 19","20","Networked gas supply - imports","Gigawatt hours","136.374484"
"NGSD01C01","Networked Gas Daily Supply","2024M01D20","2024 January 20","-","All networked gas supply","Gigawatt hours","115.962668"
"NGSD01C01","Networked Gas Daily Supply","2024M01D20","2024 January 20","10","Networked gas supply - indigenous production","Gigawatt hours","32.598108"
"NGSD01C01","Networked Gas Daily Supply","2024M01D20","2024 January 20","20","Networked gas supply - imports","Gigawatt hours","83.36456"
"NGSD01C01","Networked Gas Daily Supply","2024M01D21","2024 January 21","-","All networked gas supply","Gigawatt hours","131.056571"
"NGSD01C01","Networked Gas Daily Supply","2024M01D21","2024 January 21","10","Networked gas supply - indigenous production","Gigawatt hours","17.561659"
"NGSD01C01","Networked Gas Daily Supply","2024M01D21","2024 January 21","20","Networked gas supply - imports","Gigawatt hours","113.494912"
"NGSD01C01","Networked Gas Daily Supply","2024M01D22","2024 January 22","-","All networked gas supply","Gigawatt hours","138.738358"
"NGSD01C01","Networked Gas Daily Supply","2024M01D22","2024 January 22","10","Networked gas supply - indigenous production","Gigawatt hours","25.66043"
"NGSD01C01","Networked Gas Daily Supply","2024M01D22","2024 January 22","20","Networked gas supply - imports","Gigawatt hours","113.077928"
"NGSD01C01","Networked Gas Daily Supply","2024M01D23","2024 January 23","-","All networked gas supply","Gigawatt hours","129.022616"
"NGSD01C01","Networked Gas Daily Supply","2024M01D23","2024 January 23","10","Networked gas supply - indigenous production","Gigawatt hours","33.162221"
"NGSD01C01","Networked Gas Daily Supply","2024M01D23","2024 January 23","20","Networked gas supply - imports","Gigawatt hours","95.860395"
"NGSD01C01","Networked Gas Daily Supply","2024M01D24","2024 January 24","-","All networked gas supply","Gigawatt hours","162.931164"
