"STATISTIC","Statistic Label","TLIST(D1)","Day","C04132V04898","Network Gas Customer Type","UNIT","VALUE"
"NGSD02C01","Networked Gas Daily Demand","2022M11D05","2022 November 05","10","Power Plants","Gigawatt hours","72.19"
"NGSD02C01","Networked Gas Daily Demand","2022M11D05","2022 November 05","-","All networked gas customers","Gigawatt hours","123.450827"
"NGSD02C01","Networked Gas Daily Demand","2022M11D06","2022 November 06","20","Non-Daily Metered (annual consumption < 5.55 GWh)","Gigawatt hours","27.267754"
"NGSD02C01","Networked Gas Daily Demand","2022M11D06","2022 November 06","30","Daily Metered (annual consumption >= 5.55 GWh and < 57.5 GWh)","Gigawatt hours","7.523162"
"NGSD02C01","Networked Gas Daily Demand","2022M11D06","2022 November 06","40","Large Daily Metered (annual metered capacity >= 57.5 GWh)","Gigawatt hours","15.606497"
"NGSD02C01","Networked Gas Daily Demand","2022M11D06","2022 November 06","10","Power Plants","Gigawatt hours","54.859999"
"NGSD02C01","Networked Gas Daily Demand","2022M11D06","2022 November 06","-","All networked gas customers","Gigawatt hours","105.257412"
"NGSD02C01","Networked Gas Daily Demand","2022M11D07","2022 November 07","20","Non-Daily Metered (annual consumption < 5.55 GWh)","Gigawatt hours","30.898145"
"NGSD02C01","Networked Gas Daily Demand","2022M11D07","2022 November 07","30","Daily Metered (annual consumption >= 5.55 GWh and < 57.5 GWh)","Gigawatt hours","9.511708"
"NGSD02C01","Networked Gas Daily Demand","2022M11D07","2022 November 07","40","Large Daily Metered (annual metered capacity >= 57.5 GWh)","Gigawatt hours","15.786213"
"NGSD02C01","Networked Gas Daily Demand","2022M11D07","2022 November 07","10","Power Plants","Gigawatt hours","59.330277"
"NGSD02C01","Networked Gas Daily Demand","2022M11D07","2022 November 07","-","All networked gas customers","Gigawatt hours","115.526343"
"NGSD02C01","Networked Gas Daily Demand","2022M11D08","2022 November 08","20","Non-Daily Metered (annual consumption < 5.55 GWh)","Gigawatt hours","32.039285"
"NGSD02C01","Networked Gas Daily Demand","2022M11D08","2022 November 08","30","Daily Metered (annual consumption >= 5.55 GWh and < 57.5 GWh)","Gigawatt hours","9.958744"
"NGSD02C01","Networked Gas Daily Demand","2022M11D08","2022 November 08","40","Large Daily Metered (annual metered capacity >= 57.5 GWh)","Gigawatt hours","15.319851"
"NGSD02C01","Networked Gas Daily Demand","2022M11D08","2022 November 08","10","Power Plants","Gigawatt hours","83.541945"
"NGSD02C01","Networked Gas Daily Demand","2022M11D08","2022 November 08","-","All networked gas customers","Gigawatt hours","140.859825"
"NGSD02C01","Networked Gas Daily Demand","2022M11D09","2022 November 09","20","Non-Daily Metered (annual consumption < 5.55 GWh)","Gigawatt hours","33.183276"
"NGSD02C01","Networked Gas Daily Demand","2022M11D09","2022 November 09","30","Daily Metered (annual consumption >= 5.55 GWh and < 57.5 GWh)","Gigawatt hours","9.760992"
"NGSD02C01","Networked Gas Daily Demand","2022M11D09","2022 November 09","40","Large Daily Metered (annual metered capacity >= 57.5 GWh)","Gigawatt hours","15.93351"
"NGSD02C01","Networked Gas Daily Demand","2022M11D09","2022 November 09","10","Power Plants","Gigawatt hours","72.464445"
"NGSD02C01","Networked Gas Daily Demand","2022M11D09","2022 November 09","-","All networked gas customers","Gigawatt hours","131.342223"
"NGSD02C01","Networked Gas Daily Demand","2022M11D10","2022 November 10","20","Non-Daily Metered (annual consumption < 5.55 GWh)","Gigawatt hours","28.119834"
"NGSD02C01","Networked Gas Daily Demand","2022M11D10","2022 November 10","30","Daily Metered (annual consumption >= 5.55 GWh and < 57.5 GWh)","Gigawatt hours","9.1521"
"NGSD02C01","Networked Gas Daily Demand","2022M11D10","2022 November 10","40","Large Daily Metered (annual metered capacity >= 57.5 GWh)","Gigawatt hours","15.910942"
"NGSD02C01","Networked Gas Daily Demand","2022M11D10","2022 November 10","10","Power Plants","Gigawatt hours","52.379445"
"NGSD02C01","Networked Gas Daily Demand","2022M11D10","2022 November 10","-","All networked gas customers","Gigawatt hours","105.562321"
"NGSD02C01","Networked Gas Daily Demand","2022M11D11","2022 November 11","20","Non-Daily Metered (annual consumption < 5.55 GWh)","Gigawatt hours","24.727437"
"NGSD02C01","Networked Gas Daily Demand","2022M11D11","2022 November 11","30","Daily Metered (annual consumption >= 5.55 GWh and < 57.5 GWh)","Gigawatt hours","8.940582"
"NGSD02C01","Networked Gas Daily Demand","2022M11D11","2022 November 11","40","Large Daily Metered (annual metered capacity >= 57.5 GWh)","Gigawatt hours","15.598834"
"NGSD02C01","Networked Gas Daily Demand","2022M11D11","2022 November 11","10","Power Plants","Gigawatt hours","78.512222"
"NGSD02C01","Networked Gas Daily Demand","2022M11D11","2022 November 11","-","All networked gas customers","Gigawatt hours","127.779075"
"NGSD02C01","Networked Gas Daily Demand","2022M11D12","2022 November 12","20","Non-Daily Metered (annual consumption < 5.55 GWh)","Gigawatt hours","22.437671"
"NGSD02C01","Networked Gas Daily Demand","2022M11D12","2022 November 12","30","Daily Metered (annual consumption >= 5.55 GWh and < 57.5 GWh)","Gigawatt hours","7.364299"
"NGSD02C01","Networked Gas Daily Demand","2022M11D12","2022 November 12","40","Large Daily Metered (annual metered capacity >= 57.5 GWh)","Gigawatt hours","15.045292"
"NGSD02C01","Networked Gas Daily Demand","2022M11D12","2022 November 12","10","Power Plants","Gigawatt hours","55.752222"
"NGSD02C01","Networked Gas Daily Demand","2022M11D12","2022 November 12","-","All networked gas customers","Gigawatt hours","100.599484"
"NGSD02C01","Networked Gas Daily Demand","2022M11D13","2022 November 13","20","Non-Daily Metered (annual consumption < 5.55 GWh)","Gigawatt hours","21.313961"
"NGSD02C01","Networked Gas Daily Demand","2022M11D13","2022 November 13","30","Daily Metered (annual consumption >= 5.55 GWh and < 57.5 GWh)","Gigawatt hours","7.04939"
"NGSD02C01","Networked Gas Daily Demand","2022M11D13","2022 November 13","40","Large Daily Metered (annual metered capacity >= 57.5 GWh)","Gigawatt hours","14.282388"
"NGSD02C01","Networked Gas Daily Demand","2022M11D13","2022 November 13","10","Power Plants","Gigawatt hours","87.285833"
"NGSD02C01","Networked Gas Daily Demand","2022M11D13","2022 November 13","-","All networked gas customers","Gigawatt hours","129.931572"
"NGSD02C01","Networked Gas Daily Demand","2022M11D14","2022 November 14","20","Non-Daily Metered (annual consumption < 5.55 GWh)","Gigawatt hours","28.980031"
"NGSD02C01","Networked Gas Daily Demand","2022M11D14","2022 November 14","30","Daily Metered (annual consumption >= 5.55 GWh and < 57.5 GWh)","Gigawatt hours","9.749657"
"NGSD02C01","Networked Gas Daily Demand","2022M11D14","2022 November 14","40","Large Daily Metered (annual metered capacity >= 57.5 GWh)","Gigawatt hours","15.5467"
"NGSD02C01","Networked Gas Daily Demand","2022M11D14","2022 November 14","10","Power Plants","Gigawatt hours","83.238333"
"NGSD02C01","Networked Gas Daily Demand","2022M11D14","2022 November 14","-","All networked gas customers","Gigawatt hours","137.514721"
"NGSD02C01","Networked Gas Daily Demand","2022M11D15","2022 November 15","20","Non-Daily Metered (annual consumption < 5.55 GWh)","Gigawatt hours","33.186303"
"NGSD02C01","Networked Gas Daily Demand","2022M11D15","2022 November 15","30","Daily Metered (annual consumption >= 5.55 GWh and < 57.5 GWh)","Gigawatt hours","10.404647"
"NGSD02C01","Networked Gas Daily Demand","2022M11D15","2022 November 15","40","Large Daily Metered (annual metered capacity >= 57.5 GWh)","Gigawatt hours","16.547146"
"NGSD02C01","Networked Gas Daily Demand","2022M11D15","2022 November 15","10","Power Plants","Gigawatt hours","118.983889"
"NGSD02C01","Networked Gas Daily Demand","2022M11D15","2022 November 15","-","All networked gas customers","Gigawatt hours","179.121985"
"NGSD02C01","Networked Gas Daily Demand","2022M11D16","2022 November 16","20","Non-Daily Metered (annual consumption < 5.55 GWh)","Gigawatt hours","37.56225"
"NGSD02C01","Networked Gas Daily Demand","2022M11D16","2022 November 16","30","Daily Metered (annual consumption >= 5.55 GWh and < 57.5 GWh)","Gigawatt hours","10.747325"
"NGSD02C01","Networked Gas Daily Demand","2022M11D16","2022 November 16","40","Large Daily Metered (annual metered capacity >= 57.5 GWh)","Gigawatt hours","15.676629"
"NGSD02C01","Networked Gas Daily Demand","2022M11D16","2022 November 16","10","Power Plants","Gigawatt hours","135.0625"
"NGSD02C01","Networked Gas Daily Demand","2022M11D16","2022 November 16","-","All networked gas customers","Gigawatt hours","199.048704"
"NGSD02C01","Networked Gas Daily Demand","2022M11D17","2022 November 17","20","Non-Daily Metered (annual consumption < 5.55 GWh)","Gigawatt hours","42.948186"
"NGSD02C01","Networked Gas Daily Demand","2022M11D17","2022 November 17","30","Daily Metered (annual consumption >= 5.55 GWh and < 57.5 GWh)","Gigawatt hours","10.843528"
"NGSD02C01","Networked Gas Daily Demand","2022M11D17","2022 November 17","40","Large Daily Metered (annual metered capacity >= 57.5 GWh)","Gigawatt hours","15.774714"
"NGSD02C01","Networked Gas Daily Demand","2022M11D17","2022 November 17","10","Power Plants","Gigawatt hours","121.675001"
"NGSD02C01","Networked Gas Daily Demand","2022M11D17","2022 November 17","-","All networked gas customers","Gigawatt hours","191.241429"
"NGSD02C01","Networked Gas Daily Demand","2022M11D18","2022 November 18","20","Non-Daily Metered (annual consumption < 5.55 GWh)","Gigawatt hours","43.721426"
"NGSD02C01","Networked Gas Daily Demand","2022M11D18","2022 November 18","30","Daily Metered (annual consumption >= 5.55 GWh and < 57.5 GWh)","Gigawatt hours","10.688555"
"NGSD02C01","Networked Gas Daily Demand","2022M11D18","2022 November 18","40","Large Daily Metered (annual metered capacity >= 57.5 GWh)","Gigawatt hours","16.914827"
"NGSD02C01","Networked Gas Daily Demand","2022M11D18","2022 November 18","10","Power Plants","Gigawatt hours","129.106111"
"NGSD02C01","Networked Gas Daily Demand","2022M11D18","2022 November 18","-","All networked gas customers","Gigawatt hours","200.430919"
"NGSD02C01","Networked Gas Daily Demand","2022M11D19","2022 November 19","20","Non-Daily Metered (annual consumption < 5.55 GWh)","Gigawatt hours","43.40975"
"NGSD02C01","Networked Gas Daily Demand","2022M11D19","2022 November 19","30","Daily Metered (annual consumption >= 5.55 GWh and < 57.5 GWh)","Gigawatt hours","8.802792"
"NGSD02C01","Networked Gas Daily Demand","2022M11D19","2022 November 19","40","Large Daily Metered (annual metered capacity >= 57.5 GWh)","Gigawatt hours","16.690936"
"NGSD02C01","Networked Gas Daily Demand","2022M11D19","2022 November 19","10","Power Plants","Gigawatt hours","88.040277"
"NGSD02C01","Networked Gas Daily Demand","2022M11D19","2022 November 19","-","All networked gas customers","Gigawatt hours","156.943755"
"NGSD02C01","Networked Gas Daily Demand","2022M11D20","2022 November 20","20","Non-Daily Metered (annual consumption < 5.55 GWh)","Gigawatt hours","39.187412"
"NGSD02C01","Networked Gas Daily Demand","2022M11D20","2022 November 20","30","Daily Metered (annual consumption >= 5.55 GWh and < 57.5 GWh)","Gigawatt hours","8.208755"
"NGSD02C01","Networked Gas Daily Demand","2022M11D20","2022 November 20","40","Large Daily Metered (annual metered capacity >= 57.5 GWh)","Gigawatt hours","14.823524"
"NGSD02C01","Networked Gas Daily Demand","2022M11D20","2022 November 20","10","Power Plants","Gigawatt hours","85.489166"
"NGSD02C01","Networked Gas Daily Demand","2022M11D20","2022 November 20","-","All networked gas customers","Gigawatt hours","147.708857"
"NGSD02C01","Networked Gas Daily Demand","2022M11D21","2022 November 21","20","Non-Daily Metered (annual consumption < 5.55 GWh)","Gigawatt hours","45.129095"
"NGSD02C01","Networked Gas Daily Demand","2022M11D21","2022 November 21","30","Daily Metered (annual consumption >= 5.55 GWh and < 57.5 GWh)","Gigawatt hours","10.750101"
"NGSD02C01","Networked Gas Daily Demand","2022M11D21","2022 November 21","40","Large Daily Metered (annual metered capacity >= 57.5 GWh)","Gigawatt hours","15.39285"
"NGSD02C01","Networked Gas Daily Demand","2022M11D21","2022 November 21","10","Power Plants","Gigawatt hours","100.304446"
"NGSD02C01","Networked Gas Daily Demand","2022M11D21","2022 November 21","-","All networked gas customers","Gigawatt hours","171.576492"
"NGSD02C01","Networked Gas Daily Demand","2022M11D22","2022 November 22","20","Non-Daily Metered (annual consumption < 5.55 GWh)","Gigawatt hours","47.83459"
"NGSD02C01","Networked Gas Daily Demand","2022M11D22","2022 November 22","30","Daily Metered (annual consumption >= 5.55 GWh and < 57.5 GWh)","Gigawatt hours","11.29356"
"NGSD02C01","Networked Gas Daily Demand","2022M11D22","2022 November 22","40","Large Daily Metered (annual metered capacity >= 57.5 GWh)","Gigawatt hours","14.764369"
"NGSD02C01","Networked Gas Daily Demand","2022M11D22","2022 November 22","10","Power Plants","Gigawatt hours","125.859168"
"NGSD02C01","Networked Gas Daily Demand","2022M11D22","2022 November 22","-","All networked gas customers","Gigawatt hours","199.751687"
"NGSD02C01","Networked Gas Daily Demand","2022M11D23","2022 November 23","20","Non-Daily Metered (annual consumption < 5.55 GWh)","Gigawatt hours","46.374954"
"NGSD02C01","Networked Gas Daily Demand","2022M11D23","2022 November 23","30","Daily Metered (annual consumption >= 5.55 GWh and < 57.5 GWh)","Gigawatt hours","11.026127"
"NGSD02C01","Networked Gas Daily Demand","2022M11D23","2022 November 23","40","Large Daily Metered (annual metered capacity >= 57.5 GWh)","Gigawatt hours","14.375199"
"NGSD02C01","Networked Gas Daily Demand","2022M11D23","2022 November 23","10","Power Plants","Gigawatt hours","72.297223"
"NGSD02C01","Networked Gas Daily Demand","2022M11D23","2022 November 23","-","All networked gas customers","Gigawatt hours","144.073503"
"NGSD02C01","Networked Gas Daily Demand","2022M11D24","2022 November 24","20","Non-Daily Metered (annual consumption < 5.55 GWh)","Gigawatt hours","45.662436"
"NGSD02C01","Networked Gas Daily Demand","2022M11D24","2022 November 24","30","Daily Metered (annual consumption >= 5.55 GWh and < 57.5 GWh)","Gigawatt hours","11.117896"
"NGSD02C01","Networked Gas Daily Demand","2022M11D24","2022 November 24","40","Large Daily Metered (annual metered capacity >= 57.5 GWh)","Gigawatt hours","14.501992"
"NGSD02C01","Networked Gas Daily Demand","2022M11D24","2022 November 24","10","Power Plants","Gigawatt hours","73.183889"
"NGSD02C01","Networked Gas Daily Demand","2022M11D24","2022 November 24","-","All networked gas customers","Gigawatt hours","144.466213"
"NGSD02C01","Networked Gas Daily Demand","2022M11D25","2022 November 25","20","Non-Daily Metered (annual consumption < 5.55 GWh)","Gigawatt hours","44.012957"
"NGSD02C01","Networked Gas Daily Demand","2022M11D25","2022 November 25","30","Daily Metered (annual consumption >= 5.55 GWh and < 57.5 GWh)","Gigawatt hours","10.309294"
"NGSD02C01","Networked Gas Daily Demand","2022M11D25","2022 November 25","40","Large Daily Metered (annual metered capacity >= 57.5 GWh)","Gigawatt hours","15.422196"
"NGSD02C01","Networked Gas Daily Demand","2022M11D25","2022 November 25","10","Power Plants","Gigawatt hours","86.654721"
"NGSD02C01","Networked Gas Daily Demand","2022M11D25","2022 November 25","-","All networked gas customers","Gigawatt hours","156.399168"
"NGSD02C01","Networked Gas Daily Demand","2022M11D26","2022 November 26","20","Non-Daily Metered (annual consumption < 5.55 GWh)","Gigawatt hours","33.764993"
"NGSD02C01","Networked Gas Daily Demand","2022M11D26","2022 November 26","30","Daily Metered (annual consumption >= 5.55 GWh and < 57.5 GWh)","Gigawatt hours","7.825524"
"NGSD02C01","Networked Gas Daily Demand","2022M11D26","2022 November 26","40","Large Daily Metered (annual metered capacity >= 57.5 GWh)","Gigawatt hours","14.201166"
"NGSD02C01","Networked Gas Daily Demand","2022M11D26","2022 November 26","10","Power Plants","Gigawatt hours","48.456111"
"NGSD02C01","Networked Gas Daily Demand","2022M11D26","2022 November 26","-","All networked gas customers","Gigawatt hours","104.247794"
"NGSD02C01","Networked Gas Daily Demand","2022M11D27","2022 November 27","20","Non-Daily Metered (annual consumption < 5.55 GWh)","Gigawatt hours","34.248629"
